rascal>obtainProjectDataFromOhloh(["automake",
$2013-04-24T16:39:17.995+01:00   obtainSizeFactsFromOhloh   Reading size facts for project adium from Ohloh, URL: |http://www.ohloh.net/projects/adium/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:20.431+01:00   obtainMetaDataFromOhloh   Reading meta data for project clamav from Ohloh, URL: |http://www.ohloh.net/projects/clamav.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:22.129+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project clamav from Ohloh, URL: |http://www.ohloh.net/projects/clamav/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:24.829+01:00   obtainSizeFactsFromOhloh   Reading size facts for project clamav from Ohloh, URL: |http://www.ohloh.net/projects/clamav/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:29.804+01:00   obtainMetaDataFromOhloh   Reading meta data for project pear from Ohloh, URL: |http://www.ohloh.net/projects/pear.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:31.850+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project pear from Ohloh, URL: |http://www.ohloh.net/projects/pear/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:34.944+01:00   obtainSizeFactsFromOhloh   Reading size facts for project pear from Ohloh, URL: |http://www.ohloh.net/projects/pear/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:47.799+01:00   obtainMetaDataFromOhloh   Reading meta data for project boost from Ohloh, URL: |http://www.ohloh.net/projects/boost.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:49.819+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project boost from Ohloh, URL: |http://www.ohloh.net/projects/boost/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:52.872+01:00   obtainSizeFactsFromOhloh   Reading size facts for project boost from Ohloh, URL: |http://www.ohloh.net/projects/boost/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:39:59.508+01:00   obtainMetaDataFromOhloh   Reading meta data for project zend_framework from Ohloh, URL: |http://www.ohloh.net/projects/zend_framework.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:02.148+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project zend_framework from Ohloh, URL: |http://www.ohloh.net/projects/zend_framework/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:04.263+01:00   obtainSizeFactsFromOhloh   Reading size facts for project zend_framework from Ohloh, URL: |http://www.ohloh.net/projects/zend_framework/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:09.041+01:00   obtainMetaDataFromOhloh   Reading meta data for project konqueror from Ohloh, URL: |http://www.ohloh.net/projects/konqueror.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:10.989+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project konqueror from Ohloh, URL: |http://www.ohloh.net/projects/konqueror/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:14.388+01:00   obtainSizeFactsFromOhloh   Reading size facts for project konqueror from Ohloh, URL: |http://www.ohloh.net/projects/konqueror/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:20.446+01:00   obtainMetaDataFromOhloh   Reading meta data for project mono from Ohloh, URL: |http://www.ohloh.net/projects/mono.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:23.090+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project mono from Ohloh, URL: |http://www.ohloh.net/projects/mono/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:26.096+01:00   obtainSizeFactsFromOhloh   Reading size facts for project mono from Ohloh, URL: |http://www.ohloh.net/projects/mono/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:34.972+01:00   obtainMetaDataFromOhloh   Reading meta data for project ankhsvn from Ohloh, URL: |http://www.ohloh.net/projects/ankhsvn.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:36.671+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project ankhsvn from Ohloh, URL: |http://www.ohloh.net/projects/ankhsvn/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:39.616+01:00   obtainSizeFactsFromOhloh   Reading size facts for project ankhsvn from Ohloh, URL: |http://www.ohloh.net/projects/ankhsvn/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:42.836+01:00   obtainMetaDataFromOhloh   Reading meta data for project cmake from Ohloh, URL: |http://www.ohloh.net/projects/cmake.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:44.828+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project cmake from Ohloh, URL: |http://www.ohloh.net/projects/cmake/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:47.935+01:00   obtainSizeFactsFromOhloh   Reading size facts for project cmake from Ohloh, URL: |http://www.ohloh.net/projects/cmake/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:52.570+01:00   obtainMetaDataFromOhloh   Reading meta data for project scriptaculous from Ohloh, URL: |http://www.ohloh.net/projects/scriptaculous.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:54.526+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project scriptaculous from Ohloh, URL: |http://www.ohloh.net/projects/scriptaculous/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:57.075+01:00   obtainSizeFactsFromOhloh   Reading size facts for project scriptaculous from Ohloh, URL: |http://www.ohloh.net/projects/scriptaculous/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:40:59.792+01:00   obtainMetaDataFromOhloh   Reading meta data for project fuse from Ohloh, URL: |http://www.ohloh.net/projects/fuse.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:01.749+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project fuse from Ohloh, URL: |http://www.ohloh.net/projects/fuse/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:04.971+01:00   obtainSizeFactsFromOhloh   Reading size facts for project fuse from Ohloh, URL: |http://www.ohloh.net/projects/fuse/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:08.145+01:00   obtainMetaDataFromOhloh   Reading meta data for project udev from Ohloh, URL: |http://www.ohloh.net/projects/udev.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:10.155+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project udev from Ohloh, URL: |http://www.ohloh.net/projects/udev/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:12.856+01:00   obtainSizeFactsFromOhloh   Reading size facts for project udev from Ohloh, URL: |http://www.ohloh.net/projects/udev/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:16.290+01:00   obtainMetaDataFromOhloh   Reading meta data for project gettext from Ohloh, URL: |http://www.ohloh.net/projects/gettext.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:17.985+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project gettext from Ohloh, URL: |http://www.ohloh.net/projects/gettext/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:20.984+01:00   obtainSizeFactsFromOhloh   Reading size facts for project gettext from Ohloh, URL: |http://www.ohloh.net/projects/gettext/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:24.421+01:00   obtainMetaDataFromOhloh   Reading meta data for project ibus-cloud-pinyin from Ohloh, URL: |http://www.ohloh.net/projects/ibus-cloud-pinyin.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:26.651+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project ibus-cloud-pinyin from Ohloh, URL: |http://www.ohloh.net/projects/ibus-cloud-pinyin/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:28.891+01:00   obtainSizeFactsFromOhloh   Reading size facts for project ibus-cloud-pinyin from Ohloh, URL: |http://www.ohloh.net/projects/ibus-cloud-pinyin/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:30.868+01:00   obtainMetaDataFromOhloh   Reading meta data for project libtool from Ohloh, URL: |http://www.ohloh.net/projects/libtool.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:32.964+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project libtool from Ohloh, URL: |http://www.ohloh.net/projects/libtool/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:36.717+01:00   obtainSizeFactsFromOhloh   Reading size facts for project libtool from Ohloh, URL: |http://www.ohloh.net/projects/libtool/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:41.163+01:00   obtainMetaDataFromOhloh   Reading meta data for project graphviz from Ohloh, URL: |http://www.ohloh.net/projects/graphviz.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:43.414+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project graphviz from Ohloh, URL: |http://www.ohloh.net/projects/graphviz/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:46.256+01:00   obtainSizeFactsFromOhloh   Reading size facts for project graphviz from Ohloh, URL: |http://www.ohloh.net/projects/graphviz/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:49.704+01:00   obtainMetaDataFromOhloh   Reading meta data for project greasemonkey from Ohloh, URL: |http://www.ohloh.net/projects/greasemonkey.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:51.922+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project greasemonkey from Ohloh, URL: |http://www.ohloh.net/projects/greasemonkey/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:54.777+01:00   obtainSizeFactsFromOhloh   Reading size facts for project greasemonkey from Ohloh, URL: |http://www.ohloh.net/projects/greasemonkey/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:57.502+01:00   obtainMetaDataFromOhloh   Reading meta data for project memtest86plus from Ohloh, URL: |http://www.ohloh.net/projects/memtest86plus.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:59.379+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project memtest86plus from Ohloh, URL: |http://www.ohloh.net/projects/memtest86plus/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:41:59.908+01:00   obtainActivityFactsFromOhloh   WARNING: problem when reading activity facts for project memtest86plus from Ohloh, skipped.
$2013-04-24T16:42:00.910+01:00   obtainSizeFactsFromOhloh   Reading size facts for project memtest86plus from Ohloh, URL: |http://www.ohloh.net/projects/memtest86plus/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:01.833+01:00   obtainSizeFactsFromOhloh   WARNING: problem when reading size facts for project memtest86plus from Ohloh, skipped.
$2013-04-24T16:42:02.834+01:00   obtainMetaDataFromOhloh   Reading meta data for project dpkg from Ohloh, URL: |http://www.ohloh.net/projects/dpkg.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:04.598+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project dpkg from Ohloh, URL: |http://www.ohloh.net/projects/dpkg/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:08.376+01:00   obtainSizeFactsFromOhloh   Reading size facts for project dpkg from Ohloh, URL: |http://www.ohloh.net/projects/dpkg/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:12.754+01:00   obtainMetaDataFromOhloh   Reading meta data for project vuze from Ohloh, URL: |http://www.ohloh.net/projects/vuze.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:14.733+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project vuze from Ohloh, URL: |http://www.ohloh.net/projects/vuze/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:17.369+01:00   obtainSizeFactsFromOhloh   Reading size facts for project vuze from Ohloh, URL: |http://www.ohloh.net/projects/vuze/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:20.705+01:00   obtainMetaDataFromOhloh   Reading meta data for project freebsd from Ohloh, URL: |http://www.ohloh.net/projects/freebsd.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:23.011+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project freebsd from Ohloh, URL: |http://www.ohloh.net/projects/freebsd/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:26.655+01:00   obtainSizeFactsFromOhloh   Reading size facts for project freebsd from Ohloh, URL: |http://www.ohloh.net/projects/freebsd/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:45.528+01:00   obtainMetaDataFromOhloh   Reading meta data for project nautilus from Ohloh, URL: |http://www.ohloh.net/projects/nautilus.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:47.856+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project nautilus from Ohloh, URL: |http://www.ohloh.net/projects/nautilus/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:51.264+01:00   obtainSizeFactsFromOhloh   Reading size facts for project nautilus from Ohloh, URL: |http://www.ohloh.net/projects/nautilus/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:56.310+01:00   obtainMetaDataFromOhloh   Reading meta data for project hudson from Ohloh, URL: |http://www.ohloh.net/projects/hudson.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:42:58.329+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project hudson from Ohloh, URL: |http://www.ohloh.net/projects/hudson/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:00.890+01:00   obtainSizeFactsFromOhloh   Reading size facts for project hudson from Ohloh, URL: |http://www.ohloh.net/projects/hudson/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:04.282+01:00   obtainMetaDataFromOhloh   Reading meta data for project xchat from Ohloh, URL: |http://www.ohloh.net/projects/xchat.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:06.528+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project xchat from Ohloh, URL: |http://www.ohloh.net/projects/xchat/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:09.399+01:00   obtainSizeFactsFromOhloh   Reading size facts for project xchat from Ohloh, URL: |http://www.ohloh.net/projects/xchat/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:12.975+01:00   obtainMetaDataFromOhloh   Reading meta data for project fedora-packages from Ohloh, URL: |http://www.ohloh.net/projects/fedora-packages.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:15.236+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project fedora-packages from Ohloh, URL: |http://www.ohloh.net/projects/fedora-packages/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:18.111+01:00   obtainSizeFactsFromOhloh   Reading size facts for project fedora-packages from Ohloh, URL: |http://www.ohloh.net/projects/fedora-packages/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:23.457+01:00   obtainMetaDataFromOhloh   Reading meta data for project jboss from Ohloh, URL: |http://www.ohloh.net/projects/jboss.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:25.197+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project jboss from Ohloh, URL: |http://www.ohloh.net/projects/jboss/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:27.829+01:00   obtainSizeFactsFromOhloh   Reading size facts for project jboss from Ohloh, URL: |http://www.ohloh.net/projects/jboss/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:32.615+01:00   obtainMetaDataFromOhloh   Reading meta data for project ghostscript from Ohloh, URL: |http://www.ohloh.net/projects/ghostscript.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:34.677+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project ghostscript from Ohloh, URL: |http://www.ohloh.net/projects/ghostscript/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:38.196+01:00   obtainSizeFactsFromOhloh   Reading size facts for project ghostscript from Ohloh, URL: |http://www.ohloh.net/projects/ghostscript/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:44.307+01:00   obtainMetaDataFromOhloh   Reading meta data for project dia from Ohloh, URL: |http://www.ohloh.net/projects/dia.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:46.318+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project dia from Ohloh, URL: |http://www.ohloh.net/projects/dia/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:49.671+01:00   obtainSizeFactsFromOhloh   Reading size facts for project dia from Ohloh, URL: |http://www.ohloh.net/projects/dia/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:53.781+01:00   obtainMetaDataFromOhloh   Reading meta data for project xampp from Ohloh, URL: |http://www.ohloh.net/projects/xampp.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:55.451+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project xampp from Ohloh, URL: |http://www.ohloh.net/projects/xampp/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:57.820+01:00   obtainSizeFactsFromOhloh   Reading size facts for project xampp from Ohloh, URL: |http://www.ohloh.net/projects/xampp/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:43:59.943+01:00   obtainMetaDataFromOhloh   Reading meta data for project network-manager from Ohloh, URL: |http://www.ohloh.net/projects/network-manager.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:01.918+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project network-manager from Ohloh, URL: |http://www.ohloh.net/projects/network-manager/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:04.514+01:00   obtainSizeFactsFromOhloh   Reading size facts for project network-manager from Ohloh, URL: |http://www.ohloh.net/projects/network-manager/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:08.316+01:00   obtainMetaDataFromOhloh   Reading meta data for project findbugs from Ohloh, URL: |http://www.ohloh.net/projects/findbugs.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:10.658+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project findbugs from Ohloh, URL: |http://www.ohloh.net/projects/findbugs/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:13.919+01:00   obtainSizeFactsFromOhloh   Reading size facts for project findbugs from Ohloh, URL: |http://www.ohloh.net/projects/findbugs/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:17.614+01:00   obtainMetaDataFromOhloh   Reading meta data for project gparted from Ohloh, URL: |http://www.ohloh.net/projects/gparted.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:19.296+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project gparted from Ohloh, URL: |http://www.ohloh.net/projects/gparted/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:22.271+01:00   obtainSizeFactsFromOhloh   Reading size facts for project gparted from Ohloh, URL: |http://www.ohloh.net/projects/gparted/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:25.952+01:00   obtainMetaDataFromOhloh   Reading meta data for project vaadin from Ohloh, URL: |http://www.ohloh.net/projects/vaadin.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:28.260+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project vaadin from Ohloh, URL: |http://www.ohloh.net/projects/vaadin/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:30.572+01:00   obtainSizeFactsFromOhloh   Reading size facts for project vaadin from Ohloh, URL: |http://www.ohloh.net/projects/vaadin/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:35.405+01:00   obtainMetaDataFromOhloh   Reading meta data for project zxing from Ohloh, URL: |http://www.ohloh.net/projects/zxing.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:37.623+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project zxing from Ohloh, URL: |http://www.ohloh.net/projects/zxing/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:39.706+01:00   obtainSizeFactsFromOhloh   Reading size facts for project zxing from Ohloh, URL: |http://www.ohloh.net/projects/zxing/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:42.304+01:00   obtainMetaDataFromOhloh   Reading meta data for project transmission from Ohloh, URL: |http://www.ohloh.net/projects/transmission.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:44.287+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project transmission from Ohloh, URL: |http://www.ohloh.net/projects/transmission/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:46.830+01:00   obtainSizeFactsFromOhloh   Reading size facts for project transmission from Ohloh, URL: |http://www.ohloh.net/projects/transmission/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:49.530+01:00   obtainMetaDataFromOhloh   Reading meta data for project libvorbis from Ohloh, URL: |http://www.ohloh.net/projects/libvorbis.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:51.542+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project libvorbis from Ohloh, URL: |http://www.ohloh.net/projects/libvorbis/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:54.673+01:00   obtainSizeFactsFromOhloh   Reading size facts for project libvorbis from Ohloh, URL: |http://www.ohloh.net/projects/libvorbis/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:44:58.493+01:00   obtainMetaDataFromOhloh   Reading meta data for project smarty from Ohloh, URL: |http://www.ohloh.net/projects/smarty.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:45:00.515+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project smarty from Ohloh, URL: |http://www.ohloh.net/projects/smarty/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:45:03.382+01:00   obtainSizeFactsFromOhloh   Reading size facts for project smarty from Ohloh, URL: |http://www.ohloh.net/projects/smarty/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:45:05.547+01:00   obtainMetaDataFromOhloh   Reading meta data for project kate from Ohloh, URL: |http://www.ohloh.net/projects/kate.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:45:07.309+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project kate from Ohloh, URL: |http://www.ohloh.net/projects/kate/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:45:09.828+01:00   obtainSizeFactsFromOhloh   Reading size facts for project kate from Ohloh, URL: |http://www.ohloh.net/projects/kate/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:45:13.289+01:00   obtainMetaDataFromOhloh   Reading meta data for project bazaar from Ohloh, URL: |http://www.ohloh.net/projects/bazaar.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:45:15.839+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project bazaar from Ohloh, URL: |http://www.ohloh.net/projects/bazaar/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:45:18.160+01:00   obtainSizeFactsFromOhloh   Reading size facts for project bazaar from Ohloh, URL: |http://www.ohloh.net/projects/bazaar/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:45:21.600+01:00   obtainMetaDataFromOhloh   Reading meta data for project xdebug from Ohloh, URL: |http://www.ohloh.net/projects/xdebug.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:45:23.597+01:00   obtainActivityFactsFromOhloh   Reading activity facts for project xdebug from Ohloh, URL: |http://www.ohloh.net/projects/xdebug/analyses/latest/activity_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:45:26.569+01:00   obtainSizeFactsFromOhloh   Reading size facts for project xdebug from Ohloh, URL: |http://www.ohloh.net/projects/xdebug/analyses/latest/size_facts.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
$2013-04-24T16:45:29.677+01:00   obtainMetaDataFromOhloh   Reading meta data for project totem from Ohloh, URL: |http://www.ohloh.net/projects/totem.xml?api_key=CByX8vvUOWsAmCKs75PQqQ|
